80,3057,7.5793,-1.0959,3253,-10.59,-0.69275,2
82,3061,-10.746,-3.884,3320,7.6053,-0.74813,1
85,3070,7.6312,-0.20543,3325,-10.772,-1.177,2
83,3079,7.6572,-3.6706,3289,-10.746,-1.6092,1
84,3091,7.6053,-2.8279,3288,-10.668,-0.67438,2
86,3172,7.6572,-0.8326,3364,-10.564,-1.2333,2
87,3190,7.6053,-0.96478,3380,-10.564,-2.2082,2
88,3190,7.5533,-1.4869,3383,-10.668,-2.8408,2
89,3191,-10.694,-4.5534,3401,7.6831,-6.1826,2
90,3205,-7.0602,-9.4262,3583,7.2938,-5.2458,1
91,3224,-10.564,-2.1865,3460,7.6312,-1.4186,2
92,3224,-10.668,-1.1727,3461,7.7091,-0.50544,1
93,3229,-10.668,-1.8226,3470,7.6312,-0.98535,1
94,3246,-10.616,-1.3438,3449,7.5014,-3.9372,1
95,3250,-10.642,-2.0598,3490,7.2419,-5.3996,1
96,3257,7.5793,0.052352,3429,-10.642,-1.2366,1
97,3259,7.4495,-0.8197,3431,-10.746,-1.5659,2
98,3427,-10.616,-0.62886,3615,7.5014,0.0057371,0
99,3514,7.4495,-2.8345,3722,-10.59,-4.9173,0
100,3515,7.6053,-2.048,3719,-10.694,-4.0118,0
101,3550,-10.564,-1.9265,3676,7.5793,-0.61924,0
102,3586,-10.772,-1.502,3709,7.6312,-0.61705,0
103,3643,7.6312,-3.9534,3823,-10.512,-1.6427,0
104,3643,7.3457,-4.8536,3827,-10.642,-2.4281,0
105,3680,-10.694,-2.0403,3830,7.6572,-1.8942,0
106,3682,-10.72,-1.2398,3830,7.7091,-1.0904,0
107,3768,7.735,0.18891,3931,-10.616,-0.52054,0
108,3774,7.6312,-0.35708,3934,-10.46,-1.5539,1
109,3838,7.5274,-0.66476,4006,-10.538,-1.4272,1
110,3839,7.4755,0.11296,4004,-10.409,-0.77174,1
111,3889,-10.59,-3.1192,4110,7.5793,-2.4824,1
112,3904,-10.72,-2.3014,4113,7.6053,-1.7014,0
113,3912,-10.72,-3.038,4124,7.5014,-2.2257,0
114,3919,7.4495,-3.2244,4111,-10.668,-4.0757,0
115,3919,7.5793,-3.8689,4103,-10.72,-4.7061,1
116,3919,7.5014,-0.90416,4106,-10.694,-3.3185,1
117,3959,7.2938,-1.8228,4148,-10.668,-2.2342,1
118,3964,7.4236,-1.0374,4151,-10.694,-1.5204,1
119,4062,-10.72,-1.7165,4226,7.6053,-0.098203,1
120,4085,7.0602,-1.1611,4273,-10.59,-2.4259,0
121,4089,7.4495,-0.49473,4267,-10.642,-1.6265,1
122,4189,7.5533,-0.44702,4356,-10.486,-1.425,1
123,4191,7.6312,-1.4836,4358,-10.46,-2.3554,1
124,4205,7.5274,-1.098,4376,-10.668,-2.2992,1
125,4208,7.4495,-0.55973,4379,-10.746,-1.7392,1
126,4382,-10.538,-3.3986,4653,7.19,-5.5751,0
127,4397,-10.486,-1.0783,4643,7.4236,-3.4638,1
129,4401,-10.486,-3.2014,4645,7.4755,-4.7615,1
128,4402,-10.435,-2.506,4633,7.5793,-3.9555,1
130,4417,-10.564,-2.1215,4627,7.7091,-2.6285,1
131,4501,-10.668,-2.1692,4684,7.6831,-2.2397,1
132,4580,7.5533,-0.57701,4753,-10.435,-1.6827,2
133,4604,-10.642,-2.5364,4849,7.3976,-5.718,1
134,4619,-10.72,-1.5215,4818,7.761,-4.5978,2
135,4658,7.5793,-0.16429,4859,-10.642,-1.0632,0
136,4665,7.6831,-1.0265,4864,-10.512,-2.141,0
137,4805,-2.985,2.1846,4907,-10.486,-1.5116,0
138,4808,-2.2323,2.2164,4912,-10.538,-2.3587,0
139,5016,7.6053,-0.81313,5221,-10.642,-2.0381,0
140,5042,-10.72,-4.2728,5237,7.735,-5.2922,1
148,5132,7.2419,-5.508,5409,7.7091,-2.9318,1
141,5150,-0.96039,2.2917,5281,7.6572,-0.98425,2
142,5162,-1.6612,2.2621,5280,7.4236,-0.12754,2
143,5174,-10.72,-2.7347,5396,7.6572,-2.6957,2
144,5189,-10.668,-2.4942,5402,7.5533,-1.3786,1
145,5195,-10.72,-0.48159,5348,7.6831,-0.2899,1
146,5197,-10.694,-1.1954,5350,7.6572,-1.2226,1
147,5197,-10.668,-3.2741,5402,7.4236,-2.0557,1
